Location,CONTRACTOR_LABOR,CBA_Exempt,Required_Clearance,Labor_Category,Base_Hours,OY1_Hours,OY2_Hours,OY3_Hours,OY4_Hours,Total_Hours,Region_ID,Region_Name,Labor Category,Occupation_Code,Title,Rate,Required Clearance,CBA - Exempt,Hourly_Rate
Miramar,SCA,CBA,SECRET,Computer Systems Analyst II,191.20000000000002,38.24,38.24,38.24,38.24,38.24,CA_San_Diego,CA San Diego,Computer Systems Analyst II,14102.0,Computer Systems Analyst II,(see 1),SECRET,CBA,75.0
Miramar,Non-SCA,Exempt,SECRET,Security Coordinator,382.40000000000003,76.48,76.48,76.48,76.48,76.48,,,,,,,,,70.0
El Centro,SCA,CBA,SECRET,Electronics Technician II,764.8000000000001,152.96,152.96,152.96,152.96,152.96,CA_Los_Angeles,CA Los Angeles,Electronics Technician II,23182.0,Electronics Technician Maintenance II,34.45,SECRET,CBA,34.45
El Centro,SCA,CBA,SECRET,Electronics Technician III,573.6,114.72,114.72,114.72,114.72,114.72,CA_Los_Angeles,CA Los Angeles,Electronics Technician III,23183.0,Electronics Technician Maintenance III,36.58,SECRET,CBA,36.58
Lemoore,Non-SCA,Exempt,SECRET,Site Lead,191.20000000000002,38.24,38.24,38.24,38.24,38.24,,,,,,,,,80.0
Lemoore,Non-SCA,Exempt,SECRET,Mission Coordinator,764.8000000000001,152.96,152.96,152.96,152.96,152.96,,,,,,,,,85.0
Lemoore,SCA,SCLS,SECRET,Computer Operator III,191.20000000000002,38.24,38.24,38.24,38.24,38.24,CA_Los_Angeles,CA Los Angeles,Computer Operator III,14043.0,Computer Operator III,28.91,SECRET,SCLS,28.91
Lemoore,Non-SCA,Exempt,SECRET,Tactical Data Link Analyst,382.40000000000003,76.48,76.48,76.48,76.48,76.48,,,,,,,,,75.0
Lemoore,SCA,CBA,SECRET,Electronics Technician III,1147.2,229.44,229.44,229.44,229.44,229.44,CA_Los_Angeles,CA Los Angeles,Electronics Technician III,23183.0,Electronics Technician Maintenance III,36.58,SECRET,CBA,36.58
Lemoore,SCA,CBA,SECRET,Electronics Technician II,573.6,114.72,114.72,114.72,114.72,114.72,CA_Los_Angeles,CA Los Angeles,Electronics Technician II,23182.0,Electronics Technician Maintenance II,34.45,SECRET,CBA,34.45
Lemoore,SCA,SCLS,SECRET,Engineering Technician IV,191.20000000000002,38.24,38.24,38.24,38.24,38.24,CA_Los_Angeles,CA Los Angeles,Engineering Technician IV,30084.0,Engineering Technician IV,31.97,SECRET,SCLS,31.97
SCTTR,Non-SCA,Exempt,SECRET,Site Manager,191.20000000000002,38.24,38.24,38.24,38.24,38.24,,,,,,,,,95.0
SCTTR,Non-SCA,Exempt,SECRET,Mission Coordinator,2868.0,573.6,573.6,573.6,573.6,573.6,,,,,,,,,85.0
SCTTR,Non-SCA,Exempt,SECRET,"Mission Coordinator, Senior",382.40000000000003,76.48,76.48,76.48,76.48,76.48,,,,,,,,,95.0
SCTTR,Non-SCA,Exempt,SECRET,Technical Support Specialist,1912.0000000000002,382.40000000000003,382.40000000000003,382.40000000000003,382.40000000000003,382.40000000000003,,,,,,,,,80.0
SCTTR,SCA,SCLS,SECRET,Engineering Technician III,2103.2,420.64,420.64,420.64,420.64,420.64,SC_Beaufort,SC Beaufort,Engineering Technician III,30083.0,Engineering Technician III,21.02,SECRET,SCLS,21.02
SCTTR,Non-SCA,Exempt,SECRET,Operations Analyst,3632.8,726.5600000000001,726.5600000000001,726.5600000000001,726.5600000000001,726.5600000000001,,,,,,,,,80.0
SCTTR,SCA,CBA,SECRET,Electronics Technician III,4397.6,879.52,879.52,879.52,879.52,879.52,SC_Beaufort,SC Beaufort,Electronics Technician III,23183.0,Electronics Technician Maintenance III,28.42,SECRET,CBA,28.42
SCTTR,SCA,CBA,SECRET,Engineering Technician V,1338.4,267.68,267.68,267.68,267.68,267.68,SC_Beaufort,SC Beaufort,Engineering Technician V,30085.0,Engineering Technician V,31.86,SECRET,CBA,31.86
SCTTR,Non-SCA,Exempt,SECRET,Range Control Facilitator,1912.0000000000002,382.40000000000003,382.40000000000003,382.40000000000003,382.40000000000003,382.40000000000003,,,,,,,,,80.0
SCTTR,SCA,CBA,SECRET,Electronics Technician II,4206.4,841.3,841.3,841.3,841.3,841.3,SC_Beaufort,SC Beaufort,Electronics Technician II,23182.0,Electronics Technician Maintenance II,26.88,SECRET,CBA,26.88
SCTTR,SCA,SCLS,SECRET,Electronics Technician I,764.8000000000001,152.96,152.96,152.96,152.96,152.96,SC_Beaufort,SC Beaufort,Electronics Technician I,23181.0,Electronics Technician Maintenance I,25.43,SECRET,SCLS,25.43
SCTTR,SCA,SCLS,SECRET,UXO Technician III,1147.2,229.44,229.44,229.44,229.44,229.44,SC_Beaufort,SC Beaufort,UXO Technician III,30493.0,Unexploded Ordnance (UXO) Technician III,42.46,SECRET,SCLS,42.46
SCTTR,Non-SCA,Exempt,SECRET,Logistician Analyst IV,573.6,114.72,114.72,114.72,114.72,114.72,,,,,,,,,75.0
SCTTR,SCA,SCLS,SECRET,Supply Technician,382.40000000000003,76.48,76.48,76.48,76.48,76.48,SC_Beaufort,SC Beaufort,Supply Technician,1410.0,Supply Technician,29.44,SECRET,SCLS,29.44
SCTTR,Non-SCA,Exempt,SECRET,Security Coordinator,573.6,114.72,114.72,114.72,114.72,114.72,,,,,,,,,70.0
SCTTR,Non-SCA,Exempt,SECRET,Quality Assurance/Safety Evaluator,191.20000000000002,38.24,38.24,38.24,38.24,38.24,,,,,,,,,75.0
Fallon,Non-SCA,Exempt,SECRET,Site Manager,191.20000000000002,38.24,38.24,38.24,38.24,38.24,,,,,,,,,95.0
Fallon,Non-SCA,CBA,SECRET,Mission Coordinator,1338.4,267.68,267.68,267.68,267.68,267.68,,,,,,,,,85.0
Fallon,Non-SCA,CBA,SECRET,"Mission Coordinator, Senior",191.20000000000002,38.24,38.24,38.24,38.24,38.24,,,,,,,,,95.0
Fallon,SCA,SCLS,SECRET,Computer Operator III,1147.2,229.44,229.44,229.44,229.44,229.44,NV_Fallon,NV Churchill/Douglas,Computer Operator III,14043.0,Computer Operator III,25.78,SECRET,SCLS,25.78
Fallon,SCA,SCLS,SECRET,Computer Operator IV,191.20000000000002,38.24,38.24,38.24,38.24,38.24,NV_Fallon,NV Churchill/Douglas,Computer Operator IV,14044.0,Computer Operator IV,28.66,SECRET,SCLS,28.66
Fallon,Non-SCA,Exempt,SECRET,Tactical Data Link Analyst,764.8000000000001,152.96,152.96,152.96,152.96,152.96,,,,,,,,,75.0
Fallon,Non-SCA,CBA,SECRET,Range Control Officer,956.0000000000001,191.20000000000002,191.20000000000002,191.20000000000002,191.20000000000002,191.20000000000002,,,,,,,,,80.0
Fallon,Non-SCA,CBA,SECRET,"Range Control Officer, Senior",191.20000000000002,38.24,38.24,38.24,38.24,38.24,,,,,,,,,90.0
Fallon,SCA,SCLS,SECRET,Electronics Technician II,9560.000000000002,1912.0000000000002,1912.0000000000002,1912.0000000000002,1912.0000000000002,1912.0000000000002,NV_Fallon,NV Churchill/Douglas,Electronics Technician II,23182.0,Electronics Technician Maintenance II,37.93,SECRET,SCLS,37.93
Fallon,SCA,SCLS,SECRET,Electronics Technician III,6118.4,1223.68,1223.68,1223.68,1223.68,1223.68,NV_Fallon,NV Churchill/Douglas,Electronics Technician III,23183.0,Electronics Technician Maintenance III,39.89,SECRET,SCLS,39.89
Fallon,SCA,SCLS,SECRET,Engineering Technician V,1720.8000000000002,344.16,344.16,344.16,344.16,344.16,NV_Fallon,NV Churchill/Douglas,Engineering Technician V,30085.0,Engineering Technician V,33.91,SECRET,SCLS,33.91
Fallon,SCA,SCLS,SECRET,Engineering Technician VI,764.8000000000001,152.96,152.96,152.96,152.96,152.96,NV_Fallon,NV Churchill/Douglas,Engineering Technician VI,30086.0,Engineering Technician VI,41.03,SECRET,SCLS,41.03
Fallon,SCA,CBA,SECRET,UXO Technician II,1720.8000000000002,344.16,344.16,344.16,344.16,344.16,NV_Fallon,NV Churchill/Douglas,UXO Technician II,30492.0,Unexploded Ordnance (UXO) Technician II,36.19,SECRET,CBA,36.19
Fallon,SCA,CBA,SECRET,UXO Technician III,1147.2,229.44,229.44,229.44,229.44,229.44,NV_Fallon,NV Churchill/Douglas,UXO Technician III,30493.0,Unexploded Ordnance (UXO) Technician III,43.37,SECRET,CBA,43.37
Fallon,Non-SCA,Exempt,SECRET,Electrician,191.20000000000002,38.24,38.24,38.24,38.24,38.24,,,,,,,,,65.0
Fallon,SCA,CBA,SECRET,General Maintenance Worker,573.6,114.72,114.72,114.72,114.72,114.72,NV_Fallon,NV Churchill/Douglas,General Maintenance Worker,23370.0,General Maintenance Worker,24.08,SECRET,CBA,24.08
Fallon,Non-SCA,Exempt,SECRET,Generator Technician II,382.40000000000003,76.48,76.48,76.48,76.48,76.48,,,,,,,,,55.0
Fallon,Non-SCA,Exempt,SECRET,Generator Technician III,764.8000000000001,152.96,152.96,152.96,152.96,152.96,,,,,,,,,65.0
Fallon,SCA,SCLS,SECRET,"Heating, Ventilation and Air Conditioning",191.20000000000002,38.24,38.24,38.24,38.24,38.24,NV_Fallon,NV Churchill/Douglas,"Heating, Ventilation and Air Conditioning",23410.0,"Heating, Ventilation And Air-Conditioning",29.04,SECRET,SCLS,29.04
Fallon,SCA,CBA,SECRET,Heavy Equipment Mechanic/Operator,1529.6000000000001,305.92,305.92,305.92,305.92,305.92,NV_Fallon,NV Churchill/Douglas,Heavy Equipment Mechanic/Operator,23430.0,Heavy Equipment Mechanic,40.62,SECRET,CBA,40.62
Fallon,SCA,CBA,SECRET,Machinist,191.20000000000002,38.24,38.24,38.24,38.24,38.24,NV_Fallon,NV Churchill/Douglas,Machinist,23550.0,"Machinist, Maintenance",27.23,SECRET,CBA,27.23
Fallon,SCA,CBA,SECRET,Motor Vehicle Mechanic,191.20000000000002,38.24,38.24,38.24,38.24,38.24,NV_Fallon,NV Churchill/Douglas,Motor Vehicle Mechanic,5190.0,Motor Vehicle Mechanic,28.56,SECRET,CBA,28.56
Fallon,SCA,CBA,SECRET,Automotive Worker,191.20000000000002,38.24,38.24,38.24,38.24,38.24,NV_Fallon,NV Churchill/Douglas,Automotive Worker,5070.0,Automotive Worker,25.75,SECRET,CBA,25.75
Fallon,SCA,CBA,SECRET,METROLOGY TECHNICIAN I,191.20000000000002,38.24,38.24,38.24,38.24,38.24,NV_Fallon,NV Churchill/Douglas,METROLOGY TECHNICIAN I,23591.0,Metrology Technician I,35.38,SECRET,CBA,35.38
Fallon,Non-SCA,CBA,SECRET,Surveyor ,191.20000000000002,38.24,38.24,38.24,38.24,38.24,,,,,,,,,80.0
Fallon,Non-SCA,Exempt,SECRET,Maintenance Coordinator,573.6,114.72,114.72,114.72,114.72,114.72,,,,,,,,,80.0
Fallon,Non-SCA,Exempt,SECRET,Logistician Analyst IV,191.20000000000002,38.24,38.24,38.24,38.24,38.24,,,,,,,,,75.0
Fallon,SCA,CBA,SECRET,Supply Technician,573.6,114.72,114.72,114.72,114.72,114.72,NV_Fallon,NV Churchill/Douglas,Supply Technician,1410.0,Supply Technician,30.26,SECRET,CBA,30.26
Fallon,Non-SCA,Exempt,SECRET,Security Coordinator,1338.4,267.68,267.68,267.68,267.68,267.68,,,,,,,,,70.0
Fallon,Non-SCA,CBA,SECRET,Quality Assurance/Safety Evaluator,1147.2,229.44000000000003,229.44000000000003,229.44000000000003,229.44000000000003,229.44000000000003,,,,,,,,,75.0
Fallon,Non-SCA,Exempt,SECRET,Quality Control Inspector,191.20000000000002,38.24,38.24,38.24,38.24,38.24,,,,,,,,,80.0
PNW,Non-SCA,Exempt,SECRET,Site Lead,191.20000000000002,38.24,38.24,38.24,38.24,38.24,,,,,,,,,80.0
PNW,Non-SCA,Exempt,SECRET,Mission Coordinator,764.8000000000001,152.96,152.96,152.96,152.96,152.96,,,,,,,,,85.0
PNW,Non-SCA,Exempt,SECRET,"Mission Coordinator, Senior",382.40000000000003,76.48,76.48,76.48,76.48,76.48,,,,,,,,,95.0
PNW,Non-SCA,Exempt,SECRET,Technical Support Specialist,573.6,114.72,114.72,114.72,114.72,114.72,,,,,,,,,80.0
PNW,Non-SCA,Exempt,SECRET,Tactical Data Link Analyst,382.40000000000003,76.48,76.48,76.48,76.48,76.48,,,,,,,,,75.0
PNW,SCA,SCLS,SECRET,Engineering Technician IV,764.8000000000001,152.96,152.96,152.96,152.96,152.96,WA_Grays_Harbor,WA Grays Harbor,Engineering Technician IV,30084.0,Engineering Technician IV,31.22,SECRET,SCLS,31.22
PNW,SCA,SCLS,SECRET,Electronics Technician I,1147.2,229.44,229.44,229.44,229.44,229.44,WA_Grays_Harbor,WA Grays Harbor,Electronics Technician I,23181.0,Electronics Technician Maintenance I,35.77,SECRET,SCLS,35.77
PNW,SCA,SCLS,SECRET,Electronics Technician III,1338.4,267.68,267.68,267.68,267.68,267.68,WA_Grays_Harbor,WA Grays Harbor,Electronics Technician III,23183.0,Electronics Technician Maintenance III,39.28,SECRET,SCLS,39.28
PNW,SCA,SCLS,SECRET,Engineering Technician V,2103.2,420.64,420.64,420.64,420.64,420.64,WA_Grays_Harbor,WA Grays Harbor,Engineering Technician V,30085.0,Engineering Technician V,38.19,SECRET,SCLS,38.19
PNW,SCA,SCLS,SECRET,Supply Technician,191.20000000000002,38.24,38.24,38.24,38.24,38.24,WA_Grays_Harbor,WA Grays Harbor,Supply Technician,1410.0,Supply Technician,34.00,SECRET,SCLS,34.0
PNW,Non-SCA,Exempt,SECRET,Security Coordinator,382.40000000000003,76.48,76.48,76.48,76.48,76.48,,,,,,,,,70.0
PNW,Non-SCA,Exempt,SECRET,Quality Assurance/Safety Evaluator,191.20000000000002,38.24,38.24,38.24,38.24,38.24,,,,,,,,,75.0
Beaufort,Non-SCA,Exempt,SECRET,Site Manager,191.20000000000002,38.24,38.24,38.24,38.24,38.24,,,,,,,,,95.0
Beaufort,Non-SCA,Exempt,SECRET,Mission Coordinator,382.4,76.48,76.48,76.48,76.48,76.48,,,,,,,,,85.0
Beaufort,Non-SCA,Exempt,SECRET,"Mission Coordinator, Senior",191.20000000000002,38.24,38.24,38.24,38.24,38.24,,,,,,,,,95.0
Beaufort,SCA,SCLS,SECRET,Computer Operator V,764.8000000000001,152.96,152.96,152.96,152.96,152.96,SC_Beaufort,SC Beaufort,Computer Operator V,14045.0,Computer Operator V,31.62,SECRET,SCLS,31.62
Beaufort,SCA,SCLS,SECRET,Electronics Technician III,1147.2,229.44,229.44,229.44,229.44,229.44,SC_Beaufort,SC Beaufort,Electronics Technician III,23183.0,Electronics Technician Maintenance III,28.42,SECRET,SCLS,28.42
Beaufort,SCA,SCLS,SECRET,Engineering Technician V,191.20000000000002,38.24,38.24,38.24,38.24,38.24,SC_Beaufort,SC Beaufort,Engineering Technician V,30085.0,Engineering Technician V,31.86,SECRET,SCLS,31.86
Beaufort,SCA,SCLS,SECRET,Supply Technician,191.20000000000002,38.24,38.24,38.24,38.24,38.24,SC_Beaufort,SC Beaufort,Supply Technician,1410.0,Supply Technician,29.44,SECRET,SCLS,29.44
Beaufort,Non-SCA,Exempt,SECRET,Security Coordinator,191.20000000000002,38.24,38.24,38.24,38.24,38.24,,,,,,,,,70.0
Beaufort,Non-SCA,Exempt,SECRET,Quality Assurance/Safety Evaluator,382.40000000000003,76.48,76.48,76.48,76.48,76.48,,,,,,,,,75.0
CP,Non-SCA,Exempt,SECRET,Site Manager,191.20000000000002,38.24,38.24,38.24,38.24,38.24,,,,,,,,,95.0
CP,Non-SCA,Exempt,SECRET,Mission Coordinator,382.40000000000003,76.48,76.48,76.48,76.48,76.48,,,,,,,,,85.0
CP,Non-SCA,Exempt,SECRET,"Mission Coordinator, Senior",191.20000000000002,38.24,38.24,38.24,38.24,38.24,,,,,,,,,95.0
CP,SCA,SCLS,SECRET,Computer Operator IV,191.20000000000002,38.24,38.24,38.24,38.24,38.24,CA_San_Diego,CA San Diego,Computer Operator IV,14044.0,Computer Operator IV,33.60,SECRET,SCLS,33.6
CP,SCA,CBA,SECRET,Computer Operator V,382.40000000000003,76.48,76.48,76.48,76.48,76.48,CA_San_Diego,CA San Diego,Computer Operator V,14045.0,Computer Operator V,37.21,SECRET,CBA,37.21
CP,Non-SCA,Exempt,SECRET,Tactical Data Link Analyst,191.20000000000002,38.24,38.24,38.24,38.24,38.24,,,,,,,,,75.0
CP,SCA,CBA,SECRET,Engineering Technician IV,191.20000000000002,38.24,38.24,38.24,38.24,38.24,CA_San_Diego,CA San Diego,Engineering Technician IV,30084.0,Engineering Technician IV,32.53,SECRET,CBA,32.53
CP,SCA,SCLS,SECRET,Electronics Technician II,2676.8,535.36,535.36,535.36,535.36,535.36,CA_San_Diego,CA San Diego,Electronics Technician II,23182.0,Electronics Technician Maintenance II,36.22,SECRET,SCLS,36.22
CP,SCA,SCLS,SECRET,Electronics Technician III,3632.7999999999997,726.5600000000001,726.5600000000001,726.5600000000001,726.5600000000001,726.5600000000001,CA_San_Diego,CA San Diego,Electronics Technician III,23183.0,Electronics Technician Maintenance III,38.28,SECRET,SCLS,38.28
CP,SCA,SCLS,SECRET,Engineering Technician V,956.0,191.2,191.2,191.2,191.2,191.2,CA_San_Diego,CA San Diego,Engineering Technician V,30085.0,Engineering Technician V,39.78,SECRET,SCLS,39.78
CP,SCA,SCLS,SECRET,Engineering Technician VI,573.6,114.72,114.72,114.72,114.72,114.72,CA_San_Diego,CA San Diego,Engineering Technician VI,30086.0,Engineering Technician VI,48.13,SECRET,SCLS,48.13
CP,Non-SCA,Exempt,SECRET,Electrician,191.20000000000002,38.24,38.24,38.24,38.24,38.24,,,,,,,,,65.0
CP,SCA,SCLS,SECRET,General Maintenance Worker,764.8000000000001,152.96,152.96,152.96,152.96,152.96,CA_San_Diego,CA San Diego,General Maintenance Worker,23370.0,General Maintenance Worker,24.83,SECRET,SCLS,24.83
CP,SCA,SCLS,SECRET,"Heating, Ventilation and Air Conditioning",191.20000000000002,38.24,38.24,38.24,38.24,38.24,CA_San_Diego,CA San Diego,"Heating, Ventilation and Air Conditioning",23410.0,"Heating, Ventilation And Air-Conditioning",32.86,SECRET,SCLS,32.86
CP,SCA,CBA,SECRET,Heavy Equipment Mechanic/Operator,573.6,114.72,114.72,114.72,114.72,114.72,CA_San_Diego,CA San Diego,Heavy Equipment Mechanic/Operator,23430.0,Heavy Equipment Mechanic,35.52,SECRET,CBA,35.52
CP,Non-SCA,Exempt,SECRET,Maintenance Coordinator,382.40000000000003,76.48,76.48,76.48,76.48,76.48,,,,,,,,,80.0
CP,Non-SCA,Exempt,SECRET,Logistician Analyst IV,191.20000000000002,38.24,38.24,38.24,38.24,38.24,,,,,,,,,75.0
CP,SCA,CBA,SECRET,Supply Technician,573.6,114.72,114.72,114.72,114.72,114.72,CA_San_Diego,CA San Diego,Supply Technician,1410.0,Supply Technician,39.73,SECRET,CBA,39.73
CP,Non-SCA,Exempt,SECRET,Security Coordinator,191.20000000000002,38.24,38.24,38.24,38.24,38.24,,,,,,,,,70.0
CP,Non-SCA,Exempt,SECRET,Quality Assurance/Safety Evaluator,191.20000000000002,38.24,38.24,38.24,38.24,38.24,,,,,,,,,75.0
Navy Dare,Non-SCA,Exempt,SECRET,Site Manager,191.20000000000002,38.24,38.24,38.24,38.24,38.24,,,,,,,,,95.0
Navy Dare,Non-SCA,Exempt,SECRET,"Mission Coordinator, Senior",191.20000000000002,38.24,38.24,38.24,38.24,38.24,,,,,,,,,95.0
Navy Dare,Non-SCA,Exempt,SECRET,Technical Support Specialist,956.0000000000001,191.20000000000002,191.20000000000002,191.20000000000002,191.20000000000002,191.20000000000002,,,,,,,,,80.0
Navy Dare,SCA,CBA,SECRET,Electronics Technician III,573.6,114.72,114.72,114.72,114.72,114.72,NC_Dare,NC Dare County,Electronics Technician III,23183.0,Electronics Technician Maintenance III,41.20,SECRET,CBA,41.2
Navy Dare,SCA,SCLS,SECRET,Engineering Technician V,382.40000000000003,76.48,76.48,76.48,76.48,76.48,NC_Dare,NC Dare County,Engineering Technician V,30085.0,Engineering Technician V,30.12,SECRET,SCLS,30.12
Navy Dare,SCA,CBA,SECRET,General Maintenance Worker,191.20000000000002,38.24,38.24,38.24,38.24,38.24,NC_Dare,NC Dare County,General Maintenance Worker,23370.0,General Maintenance Worker,21.19,SECRET,CBA,21.19
Navy Dare,SCA,SCLS,SECRET,Motor Vehicle Mechanic,191.20000000000002,38.24,38.24,38.24,38.24,38.24,NC_Dare,NC Dare County,Motor Vehicle Mechanic,5190.0,Motor Vehicle Mechanic,22.17,SECRET,SCLS,22.17
Navy Dare,Non-SCA,Exempt,SECRET,Logistician Analyst IV,191.20000000000002,38.24,38.24,38.24,38.24,38.24,,,,,,,,,75.0
Navy Dare,Non-SCA,Exempt,SECRET,Quality Assurance/Safety Evaluator,191.20000000000002,38.24,38.24,38.24,38.24,38.24,,,,,,,,,75.0
Pinecastle,Non-SCA,Exempt,SECRET,Site Manager,191.20000000000002,38.24,38.24,38.24,38.24,38.24,,,,,,,,,95.0
Pinecastle,Non-SCA,Exempt,SECRET,Technical Lead,191.20000000000002,38.24,38.24,38.24,38.24,38.24,,,,,,,,,80.0
Pinecastle,Non-SCA,Exempt,SECRET,"Mission Coordinator, Senior",191.20000000000002,38.24,38.24,38.24,38.24,38.24,,,,,,,,,95.0
Pinecastle,Non-SCA,Exempt,SECRET,Technical Support Specialist,956.0000000000001,191.20000000000002,191.20000000000002,191.20000000000002,191.20000000000002,191.20000000000002,,,,,,,,,80.0
Pinecastle,SCA,SCLS,SECRET,Electronics Technician III,1338.4,267.68,267.68,267.68,267.68,267.68,FL_Lake,FL Lake County,Electronics Technician III,23183.0,Electronics Technician Maintenance III,29.80,SECRET,SCLS,29.8
Pinecastle,Non-SCA,Exempt,SECRET,Logistician Analyst IV,191.20000000000002,38.24,38.24,38.24,38.24,38.24,,,,,,,,,75.0
Pinecastle,Non-SCA,Exempt,SECRET,Quality Assurance/Safety Evaluator,191.20000000000002,38.24,38.24,38.24,38.24,38.24,,,,,,,,,75.0
Pinecastle,Non-SCA,Exempt,SECRET,Quality Control,191.20000000000002,38.24,38.24,38.24,38.24,38.24,,,,,,,,,80.0
Key West,Non-SCA,Exempt,SECRET,Site Manager,191.20000000000002,38.24,38.24,38.24,38.24,38.24,,,,,,,,,95.0
Key West,Non-SCA,Exempt,SECRET,Mission Coordinator,191.20000000000002,38.24,38.24,38.24,38.24,38.24,,,,,,,,,85.0
Key West,Non-SCA,Exempt,SECRET,"Mission Coordinator, Senior",191.20000000000002,38.24,38.24,38.24,38.24,38.24,,,,,,,,,95.0
Key West,SCA,CBA,SECRET,Computer Operator IV,382.40000000000003,76.48,76.48,76.48,76.48,76.48,FL_Monroe,FL Monroe (Keys),Computer Operator IV,14044.0,Computer Operator IV,33.31,SECRET,CBA,33.31
Key West,SCA,SCLS,SECRET,Computer Operator V,382.40000000000003,76.48,76.48,76.48,76.48,76.48,FL_Monroe,FL Monroe (Keys),Computer Operator V,14045.0,Computer Operator V,36.88,SECRET,SCLS,36.88
Key West,Non-SCA,Exempt,SECRET,Tactical Data Link Analyst,382.40000000000003,76.48,76.48,76.48,76.48,76.48,,,,,,,,,75.0
Key West,SCA,SCLS,SECRET,Engineering Technician IV,573.6,114.72,114.72,114.72,114.72,114.72,FL_Monroe,FL Monroe (Keys),Engineering Technician IV,30084.0,Engineering Technician IV,28.52,SECRET,SCLS,28.52
Key West,SCA,CBA,SECRET,Engineering Technician V,573.6,114.72,114.72,114.72,114.72,114.72,FL_Monroe,FL Monroe (Keys),Engineering Technician V,30085.0,Engineering Technician V,34.88,SECRET,CBA,34.88
Key West,Non-SCA,Exempt,SECRET,Logistician Analyst IV,191.20000000000002,38.24,38.24,38.24,38.24,38.24,,,,,,,,,75.0
Key West,Non-SCA,Exempt,SECRET,Security Coordinator,573.6,114.72,114.72,114.72,114.72,114.72,,,,,,,,,70.0
Key West,Non-SCA,Exempt,SECRET,Quality Assurance/Safety Evaluator,191.20000000000002,38.24,38.24,38.24,38.24,38.24,,,,,,,,,75.0
JAX,Non-SCA,Exempt,SECRET,Site Manager,191.20000000000002,38.24,38.24,38.24,38.24,38.24,,,,,,,,,95.0
JAX,Non-SCA,Exempt,SECRET,Mission Coordinator,191.20000000000002,38.24,38.24,38.24,38.24,38.24,,,,,,,,,85.0
JAX,Non-SCA,Exempt,SECRET,"Mission Coordinator, Senior",191.20000000000002,38.24,38.24,38.24,38.24,38.24,,,,,,,,,95.0
JAX,Non-SCA,Exempt,SECRET,Operations Analyst,382.40000000000003,76.48,76.48,76.48,76.48,76.48,,,,,,,,,80.0
JAX,SCA,CBA,SECRET,Electronics Technician III,764.8000000000001,152.96,152.96,152.96,152.96,152.96,FL_Jacksonville,FL Jacksonville,Electronics Technician III,23183.0,Electronics Technician Maintenance III,30.79,SECRET,CBA,30.79
JAX,SCA,SCLS,SECRET,Engineering Technician IV,573.6,114.72,114.72,114.72,114.72,114.72,FL_Jacksonville,FL Jacksonville,Engineering Technician IV,30084.0,Engineering Technician IV,27.46,SECRET,SCLS,27.46
JAX,SCA,CBA,SECRET,Engineering Technician V,1147.2,229.44,229.44,229.44,229.44,229.44,FL_Jacksonville,FL Jacksonville,Engineering Technician V,30085.0,Engineering Technician V,33.59,SECRET,CBA,33.59
JAX,SCA,SCLS,SECRET,Engineering Technician VI,382.40000000000003,76.48,76.48,76.48,76.48,76.48,FL_Jacksonville,FL Jacksonville,Engineering Technician VI,30086.0,Engineering Technician VI,40.64,SECRET,SCLS,40.64
JAX,Non-SCA,Exempt,SECRET,Logistician Analyst IV,191.20000000000002,38.24,38.24,38.24,38.24,38.24,,,,,,,,,75.0
JAX,Non-SCA,Exempt,SECRET,Quality Assurance/Safety Evaluator,191.20000000000002,38.24,38.24,38.24,38.24,38.24,,,,,,,,,75.0
Oceana,Non-SCA,Exempt,SECRET,Site Manager,191.20000000000002,38.24,38.24,38.24,38.24,38.24,,,,,,,,,95.0
Oceana,Non-SCA,Exempt,SECRET,Mission Coordinator,191.20000000000002,38.24,38.24,38.24,38.24,38.24,,,,,,,,,85.0
Oceana,Non-SCA,Exempt,SECRET,"Mission Coordinator, Senior",191.20000000000002,38.24,38.24,38.24,38.24,38.24,,,,,,,,,95.0
Oceana,Non-SCA,Exempt,SECRET,Technical Support Specialist,191.20000000000002,38.24,38.24,38.24,38.24,38.24,,,,,,,,,80.0
Oceana,SCA,CBA,SECRET,Computer Operator V,382.40000000000003,76.48,76.48,76.48,76.48,76.48,VA_NC_Hampton,NC/VA Hampton Roads,Computer Operator V,14045.0,Computer Operator V,28.83,SECRET,CBA,28.83
Oceana,Non-SCA,Exempt,SECRET,Operations Analyst,191.20000000000002,38.24,38.24,38.24,38.24,38.24,,,,,,,,,80.0
Oceana,Non-SCA,Exempt,SECRET,Tactical Data Link Analyst,191.20000000000002,38.24,38.24,38.24,38.24,38.24,,,,,,,,,75.0
Oceana,SCA,CBA,SECRET,Engineering Technician IV,2294.4,458.88,458.88,458.88,458.88,458.88,VA_NC_Hampton,NC/VA Hampton Roads,Engineering Technician IV,30084.0,Engineering Technician IV,30.81,SECRET,CBA,30.81
Oceana,SCA,CBA,SECRET,Engineering Technician V,1338.4,267.68,267.68,267.68,267.68,267.68,VA_NC_Hampton,NC/VA Hampton Roads,Engineering Technician V,30085.0,Engineering Technician V,37.68,SECRET,CBA,37.68
Oceana,Non-SCA,Exempt,SECRET,Maintenance Coordinator,191.20000000000002,38.24,38.24,38.24,38.24,38.24,,,,,,,,,80.0
Oceana,Non-SCA,Exempt,SECRET,Logistician Analyst IV,573.6,114.72,114.72,114.72,114.72,114.72,,,,,,,,,75.0
